Date,Location,Suspected_Target,People_Killed,Min_Civilians,Max_Civilians,Latitude,Longitude,Country
2018-09-05,"Nangarhar, Afghanistan",0,8,0,0,34.171831,70.621679,Afghanistan
2018-09-05,"Uruzgan, Afghanistan",0,1,0,0,32.927128,66.141526,Afghanistan
2018-09-06,"Helmand, Afghanistan",0,3,0,0,31.363647,63.958611,Afghanistan
2018-09-06,"Kandahar, Afghanistan",0,1,0,0,31.628871,65.737174,Afghanistan
2018-09-06,"Khost, Afghanistan",0,1,0,0,33.333847,69.937167,Afghanistan
2018-09-06,"Kunar, Afghanistan",0,3,0,0,34.846589,71.097316,Afghanistan
2018-09-06,"Laghman, Afghanistan",0,6,0,0,34.689768,70.145580,Afghanistan
2018-09-06,"Logar, Afghanistan",0,2,0,0,34.014551,69.192391,Afghanistan
2018-09-06,"Nangarhar, Afghanistan",0,4,0,0,34.171831,70.621679,Afghanistan
2018-09-06,"Paktia, Afghanistan",0,1,0,0,33.706199,69.383107,Afghanistan
2018-09-07,"Helmand, Afghanistan",0,1,0,0,31.363647,63.958611,Afghanistan
2018-09-07,"Kabul, Afghanistan",0,1,0,0,34.555349,69.207486,Afghanistan
2018-09-07,"Logar, Afghanistan",0,1,0,0,34.014551,69.192391,Afghanistan
2018-09-07,"Nangarhar, Afghanistan",0,23,0,0,34.171831,70.621679,Afghanistan
2018-09-07,"Paktika, Afghanistan",0,1,0,0,32.264538,68.524714,Afghanistan
2018-09-08,"Wardak, Afghanistan",0,7,0,0,34.351349,68.238533,Afghanistan
2018-09-08,"Helmand, Afghanistan",0,5,0,0,31.363647,63.958611,Afghanistan
2018-09-08,"Logar, Afghanistan",0,2,0,0,34.014551,69.192391,Afghanistan
2018-09-09,"Helmand, Afghanistan",0,5,0,0,31.363647,63.958611,Afghanistan
2018-09-09,"Baghlan, Afghanistan",0,3,0,0,35.804294,69.287753,Afghanistan
2018-09-09,"Kapisa, Afghanistan",0,1,0,0,34.981057,69.621456,Afghanistan
2018-09-09,"Kunar, Afghanistan",0,1,0,0,34.846589,71.097316,Afghanistan
2018-09-09,"Nangarhar, Afghanistan",0,8,0,0,34.171831,70.621679,Afghanistan
2018-09-09,"Paktia, Afghanistan",0,1,0,0,33.706199,69.383107,Afghanistan
2018-09-09,"Wardak, Afghanistan",0,6,0,0,34.351349,68.238533,Afghanistan
2018-09-10,"Nawah, Ghazni, Afghanistan",0,2,30,30,32.402668,67.856978,Afghanistan
2018-09-10,"Baghlan, Afghanistan",0,6,0,0,35.804294,69.287753,Afghanistan
2018-09-10,"Helmand, Afghanistan",0,6,0,0,31.363647,63.958611,Afghanistan
2018-09-10,"Khost, Afghanistan",0,1,0,0,33.333847,69.937167,Afghanistan
2018-09-10,"Nangarhar, Afghanistan",0,4,0,0,34.171831,70.621679,Afghanistan
2018-09-10,"Wardak, Afghanistan",0,14,0,0,34.351349,68.238533,Afghanistan
2018-09-10,"Sar e Pul, Afghanistan",0,3,0,0,35.670747,66.046353,Afghanistan
2018-09-11,"Baghlan, Afghanistan",0,2,0,0,35.804294,69.287753,Afghanistan
2018-09-11,"Helmand, Afghanistan",0,2,0,0,31.363647,63.958611,Afghanistan
2018-09-11,"Laghman, Afghanistan",0,2,0,0,34.689768,70.145580,Afghanistan
2018-09-11,"Logar, Afghanistan",0,1,0,0,34.014551,69.192391,Afghanistan
2018-09-11,"Kandahar, Afghanistan",0,4,0,0,31.628871,65.737174,Afghanistan
2018-09-11,"Nangarhar, Afghanistan",0,3,0,0,34.171831,70.621679,Afghanistan
2018-09-11,"Paktia, Afghanistan",0,5,0,0,33.706199,69.383107,Afghanistan
2018-09-11,"Uruzgan, Afghanistan",0,1,0,0,32.927128,66.141526,Afghanistan
2018-09-12,"Baghlan, Afghanistan",0,2,0,0,35.804294,69.287753,Afghanistan
2018-09-12,"Helmand, Afghanistan",0,2,0,0,31.363647,63.958611,Afghanistan
2018-09-12,"Kunar, Afghanistan",0,1,0,0,34.846589,71.097316,Afghanistan
2018-09-12,"Logar, Afghanistan",0,7,0,0,34.014551,69.192391,Afghanistan
2018-09-12,"Paktia, Afghanistan",0,1,0,0,33.706199,69.383107,Afghanistan
2018-09-12,"Uruzgan, Afghanistan",0,1,0,0,32.927128,66.141526,Afghanistan
2018-09-13,"Nangarhar, Afghanistan",0,2,0,0,34.171831,70.621679,Afghanistan
2018-09-13,"Helmand, Afghanistan",0,1,0,0,31.363647,63.958611,Afghanistan
2018-09-14,"Helmand, Afghanistan",0,1,0,0,31.363647,63.958611,Afghanistan
2018-09-14,"Nangarhar, Afghanistan",0,1,0,0,34.171831,70.621679,Afghanistan
2018-09-14,"Paktia, Afghanistan",0,1,0,0,33.706199,69.383107,Afghanistan
2018-09-15,"Farah, Afghanistan",0,1,0,0,32.446463,62.145413,Afghanistan
2018-09-15,"Kunar, Afghanistan",0,1,0,0,34.846589,71.097316,Afghanistan
2018-09-15,"Laghman, Afghanistan",0,5,0,0,34.689768,70.145580,Afghanistan
2018-09-15,"Nangarhar, Afghanistan",0,1,0,0,34.171831,70.621679,Afghanistan
2018-09-15,"Paktia, Afghanistan",0,1,0,0,33.706199,69.383107,Afghanistan
2018-09-15,"Wardak, Afghanistan",0,3,0,0,34.351349,68.238533,Afghanistan
2018-09-15,"Zabul, Afghanistan",0,2,0,0,32.191878,67.189448,Afghanistan
2018-09-16,"Ghazni, Afghanistan",0,2,0,0,33.545058,68.417397,Afghanistan
2018-09-16,"Helmand, Afghanistan",0,1,0,0,31.363647,63.958611,Afghanistan
2018-09-16,"Logar, Afghanistan",0,3,0,0,34.014551,69.192391,Afghanistan
2018-09-16,"Nangarhar, Afghanistan",0,2,0,0,34.171831,70.621679,Afghanistan
2018-09-16,"Paktika, Afghanistan",0,3,0,0,32.264538,68.524714,Afghanistan
2018-09-16,"Wardak, Afghanistan",0,3,0,0,34.351349,68.238533,Afghanistan
2018-09-17,"Helmand, Afghanistan",0,4,0,0,31.363647,63.958611,Afghanistan
2018-09-17,"Khost, Afghanistan",0,1,0,0,33.333847,69.937167,Afghanistan
2018-09-17,"Nangarhar, Afghanistan",0,1,0,0,34.171831,70.621679,Afghanistan
2018-09-17,"Paktia, Afghanistan",0,1,0,0,33.706199,69.383107,Afghanistan
2018-09-18,"Helmand, Afghanistan",0,1,0,0,31.363647,63.958611,Afghanistan
2018-09-18,"Logar, Afghanistan",0,3,0,0,34.014551,69.192391,Afghanistan
2018-09-18,"Nangarhar, Afghanistan",0,1,0,0,34.171831,70.621679,Afghanistan
2018-09-18,"Uruzgan, Afghanistan",0,3,0,0,32.927128,66.141526,Afghanistan
2018-09-18,"Zabul, Afghanistan",0,5,0,0,32.191878,67.189448,Afghanistan
2018-09-19,"Nangarhar, Afghanistan",0,3,0,0,34.171831,70.621679,Afghanistan
2018-09-19,"Helmand, Afghanistan",0,1,0,0,31.363647,63.958611,Afghanistan
2018-09-19,"Logar, Afghanistan",0,1,0,0,34.014551,69.192391,Afghanistan
2018-09-19,"Paktia, Afghanistan",0,2,0,0,33.706199,69.383107,Afghanistan
2018-09-19,"Uruzgan, Afghanistan",0,3,0,0,32.927128,66.141526,Afghanistan
2018-09-19,"Zabul, Afghanistan",0,1,0,0,32.191878,67.189448,Afghanistan
2018-09-20,"Helmand, Afghanistan",0,1,0,0,31.363647,63.958611,Afghanistan
2018-09-20,"Kunar, Afghanistan",0,3,0,0,34.846589,71.097316,Afghanistan
2018-09-20,"Nangarhar, Afghanistan",0,10,0,0,34.171831,70.621679,Afghanistan
2018-09-20,"Paktia, Afghanistan",0,2,0,0,33.706199,69.383107,Afghanistan
2018-09-21,"Balkh, Afghanistan",0,2,0,0,36.755060,66.897537,Afghanistan
2018-09-21,"Helmand, Afghanistan",0,2,0,0,31.363647,63.958611,Afghanistan
2018-09-21,"Kapisa, Afghanistan",0,4,0,0,34.981057,69.621456,Afghanistan
2018-09-21,"Nangarhar, Afghanistan",0,5,0,0,34.171831,70.621679,Afghanistan
2018-09-21,"Wardak, Afghanistan",0,3,0,0,34.351349,68.238533,Afghanistan
2018-09-21,"Zabul, Afghanistan",0,1,0,0,32.191878,67.189448,Afghanistan
2018-09-22,"Tagab, Kapisa, Afghanistan",0,1,0,0,34.760185,69.812089,Afghanistan
2018-09-22,"Kapisa, Afghanistan",0,4,0,0,34.981057,69.621456,Afghanistan
2018-09-22,"Helmand, Afghanistan",0,1,0,0,31.363647,63.958611,Afghanistan
2018-09-22,"Kunar, Afghanistan",0,5,0,0,34.846589,71.097316,Afghanistan
2018-09-22,"Logar, Afghanistan",0,1,0,0,34.014551,69.192391,Afghanistan
2018-09-23,"Wardak, Afghanistan",0,19,0,0,34.351349,68.238533,Afghanistan
2018-09-23,"Farah, Afghanistan",0,4,5,23,32.446463,62.145413,Afghanistan
2018-09-23,"Helmand, Afghanistan",0,2,0,0,31.363647,63.958611,Afghanistan
2018-09-23,"Kandahar, Afghanistan",0,1,0,0,31.628871,65.737174,Afghanistan
2018-09-23,"Kapisa, Afghanistan",0,1,0,0,34.981057,69.621456,Afghanistan
2018-09-23,"Kunar, Afghanistan",0,4,0,0,34.846589,71.097316,Afghanistan
2018-09-23,"Logar, Afghanistan",0,1,0,0,34.014551,69.192391,Afghanistan
2018-09-23,"Paktia, Afghanistan",0,1,0,0,33.706199,69.383107,Afghanistan
2018-09-24,"Paktia, Afghanistan",0,1,0,0,33.706199,69.383107,Afghanistan
2018-09-24,"Helmand, Afghanistan",0,4,0,0,31.363647,63.958611,Afghanistan
2018-09-24,"Kandahar, Afghanistan",0,2,0,0,31.628871,65.737174,Afghanistan
2018-09-25,"Kunduz, Afghanistan",0,3,0,3,36.728590,68.868066,Afghanistan
2018-09-25,"Kapisa, Afghanistan",0,3,0,0,34.981057,69.621456,Afghanistan
2018-09-25,"Nangarhar, Afghanistan",0,1,0,0,34.171831,70.621679,Afghanistan
2018-09-25,"Uruzgan, Afghanistan",0,20,0,0,32.927128,66.141526,Afghanistan
2018-09-26,"Kapisa, Afghanistan",0,1,0,0,34.981057,69.621456,Afghanistan
2018-09-26,"Kunduz, Afghanistan",0,2,0,0,36.728590,68.868066,Afghanistan
2018-09-27,"Uruzgan, Afghanistan",0,1,0,0,32.927128,66.141526,Afghanistan
2018-09-27,"Faryab, Afghanistan",0,1,0,0,36.079561,64.905954,Afghanistan
2018-09-27,"Ghazni, Afghanistan",0,1,0,0,33.545058,68.417397,Afghanistan
2018-09-27,"Helmand, Afghanistan",0,6,0,0,31.363647,63.958611,Afghanistan
2018-09-27,"Kandahar, Afghanistan",0,1,0,0,31.628871,65.737174,Afghanistan
2018-09-27,"Kunduz, Afghanistan",0,5,0,0,36.728590,68.868066,Afghanistan
2018-09-27,"Laghman, Afghanistan",0,2,0,0,34.689768,70.145580,Afghanistan
2018-09-27,"Uruzgan, Afghanistan",0,1,0,0,32.927128,66.141526,Afghanistan
2018-09-28,"Helmand, Afghanistan",0,4,0,0,31.363647,63.958611,Afghanistan
2018-09-28,"Khost, Afghanistan",0,6,0,0,33.333847,69.937167,Afghanistan
2018-09-28,"Laghman, Afghanistan",0,2,0,0,34.689768,70.145580,Afghanistan
2018-09-28,"Nangarhar, Afghanistan",0,1,0,0,34.171831,70.621679,Afghanistan
2018-09-28,"Zabul, Afghanistan",0,9,0,0,32.191878,67.189448,Afghanistan
2018-09-29,"Helmand, Afghanistan",0,3,0,0,31.363647,63.958611,Afghanistan
2018-09-29,"Kabul, Afghanistan",0,3,0,0,34.555349,69.207486,Afghanistan
2018-09-29,"Logar, Afghanistan",0,1,0,0,34.014551,69.192391,Afghanistan
2018-09-29,"Nangarhar, Afghanistan",0,1,0,0,34.171831,70.621679,Afghanistan
2018-09-29,"Nimroz, Afghanistan",0,1,0,0,31.026148,62.450415,Afghanistan
2018-09-29,"Uruzgan, Afghanistan",0,2,0,0,32.927128,66.141526,Afghanistan
2018-09-29,"Zabul, Afghanistan",0,5,0,0,32.191878,67.189448,Afghanistan
2018-09-30,"Nangarhar, Afghanistan",0,5,0,0,34.171831,70.621679,Afghanistan
2018-09-30,"Jawzjan, Afghanistan",0,1,0,0,36.896969,65.665856,Afghanistan
2018-09-30,"Helmand, Afghanistan",0,3,0,0,31.363647,63.958611,Afghanistan
2018-09-30,"Uruzgan, Afghanistan",0,1,0,0,32.927128,66.141526,Afghanistan
2018-10-01,"Helmand, Afghanistan",0,5,0,0,31.363647,63.958611,Afghanistan
2018-10-01,"Kandahar, Afghanistan",0,1,0,0,31.628871,65.737174,Afghanistan
2018-10-01,"Kunar, Afghanistan",0,1,0,0,34.846589,71.097316,Afghanistan
2018-10-01,"Laghman, Afghanistan",0,1,0,0,34.689768,70.145580,Afghanistan
2018-10-01,"Paktia, Afghanistan",0,1,0,0,33.706199,69.383107,Afghanistan
2018-10-02,"Helmand, Afghanistan",0,2,0,0,31.363647,63.958611,Afghanistan
2018-10-02,"Laghman, Afghanistan",0,4,0,0,34.689768,70.145580,Afghanistan
2018-10-02,"Logar, Afghanistan",0,1,0,0,34.014551,69.192391,Afghanistan
2018-10-02,"Nangarhar, Afghanistan",0,1,0,0,34.171831,70.621679,Afghanistan
2018-10-03,"Ghazni, Afghanistan",0,1,0,0,33.545058,68.417397,Afghanistan
2018-10-03,"Helmand, Afghanistan",0,3,0,0,31.363647,63.958611,Afghanistan
2018-10-03,"Jawzjan, Afghanistan",0,1,0,0,36.896969,65.665856,Afghanistan
2018-10-03,"Khost, Afghanistan",0,1,0,0,33.333847,69.937167,Afghanistan
2018-10-03,"Kunar, Afghanistan",0,2,0,0,34.846589,71.097316,Afghanistan
2018-10-03,"Laghman, Afghanistan",0,2,0,0,34.689768,70.145580,Afghanistan
2018-10-03,"Nangarhar, Afghanistan",0,4,0,0,34.171831,70.621679,Afghanistan
2018-10-03,"Paktia, Afghanistan",0,2,0,0,33.706199,69.383107,Afghanistan
2018-10-03,"Uruzgan, Afghanistan",0,1,0,0,32.927128,66.141526,Afghanistan
2018-10-04,"Helmand, Afghanistan",0,3,0,0,31.363647,63.958611,Afghanistan
2018-10-04,"Herat, Afghanistan",0,1,0,0,34.352865,62.204028,Afghanistan
2018-10-04,"Kunar, Afghanistan",0,2,0,0,34.846589,71.097316,Afghanistan
2018-10-04,"Uruzgan, Afghanistan",0,2,0,0,32.927128,66.141526,Afghanistan
2018-10-05,"Farah, Afghanistan",0,1,0,30,32.446463,62.145413,Afghanistan
2018-10-05,"Badghis, Afghanistan",0,1,0,0,35.167133,63.769538,Afghanistan
2018-10-05,"Faryab, Afghanistan",0,1,0,0,36.079561,64.905954,Afghanistan
2018-10-05,"Helmand, Afghanistan",0,5,0,0,31.363647,63.958611,Afghanistan
2018-10-05,"Kunar, Afghanistan",0,1,0,0,34.846589,71.097316,Afghanistan
2018-10-05,"Laghman, Afghanistan",0,2,0,0,34.689768,70.145580,Afghanistan
2018-10-05,"Nangarhar, Afghanistan",0,1,0,0,34.171831,70.621679,Afghanistan
2018-10-06,"Nangarhar, Afghanistan",0,3,0,0,34.171831,70.621679,Afghanistan
2018-10-06,"Farah, Afghanistan",0,1,0,0,32.446463,62.145413,Afghanistan
2018-10-06,"Faryab, Afghanistan",0,2,0,0,36.079561,64.905954,Afghanistan
2018-10-06,"Ghazni, Afghanistan",0,1,0,0,33.545058,68.417397,Afghanistan
2018-10-06,"Kandahar, Afghanistan",0,3,0,0,31.628871,65.737174,Afghanistan
2018-10-06,"Kunar, Afghanistan",0,1,0,0,34.846589,71.097316,Afghanistan
2018-10-06,"Paktika, Afghanistan",0,1,0,0,32.264538,68.524714,Afghanistan
2018-10-06,"Paktia, Afghanistan",0,1,0,0,33.706199,69.383107,Afghanistan
2018-10-06,"Uruzgan, Afghanistan",0,1,0,0,32.927128,66.141526,Afghanistan
2018-10-07,"Farah, Afghanistan",0,1,0,0,32.446463,62.145413,Afghanistan
2018-10-07,"Faryab, Afghanistan",0,5,0,0,36.079561,64.905954,Afghanistan
2018-10-07,"Ghazni, Afghanistan",0,2,0,0,33.545058,68.417397,Afghanistan
2018-10-07,"Helmand, Afghanistan",0,2,0,0,31.363647,63.958611,Afghanistan
2018-10-07,"Kunar, Afghanistan",0,4,0,0,34.846589,71.097316,Afghanistan
2018-10-07,"Wardak, Afghanistan",0,2,0,0,34.351349,68.238533,Afghanistan
2018-10-08,"Laghman, Afghanistan",0,1,0,0,34.689768,70.145580,Afghanistan
2018-10-08,"Logar, Afghanistan",0,2,0,0,34.014551,69.192391,Afghanistan
2018-10-08,"Wardak, Afghanistan",0,3,0,0,34.351349,68.238533,Afghanistan
2018-10-08,"Zabul, Afghanistan",0,1,0,0,32.191878,67.189448,Afghanistan
2018-10-09,"Farah, Afghanistan",0,1,0,0,32.446463,62.145413,Afghanistan
2018-10-09,"Faryab, Afghanistan",0,2,0,0,36.079561,64.905954,Afghanistan
2018-10-09,"Logar, Afghanistan",0,4,0,0,34.014551,69.192391,Afghanistan
2018-10-09,"Nangarhar, Afghanistan",0,2,0,0,34.171831,70.621679,Afghanistan
2018-10-09,"Wardak, Afghanistan",0,1,0,0,34.351349,68.238533,Afghanistan
2018-10-10,"Faryab, Afghanistan",0,4,0,17,36.079561,64.905954,Afghanistan
2018-10-10,"Helmand, Afghanistan",0,5,0,0,31.363647,63.958611,Afghanistan
2018-10-10,"Laghman, Afghanistan",0,2,0,0,34.689768,70.145580,Afghanistan
2018-10-10,"Nangarhar, Afghanistan",0,5,0,0,34.171831,70.621679,Afghanistan
2018-10-10,"Paktia, Afghanistan",0,1,0,0,33.706199,69.383107,Afghanistan
2018-10-10,"Uruzgan, Afghanistan",0,8,0,0,32.927128,66.141526,Afghanistan
2018-10-10,"Wardak, Afghanistan",0,3,0,0,34.351349,68.238533,Afghanistan
2018-10-11,"Faryab, Afghanistan",0,1,0,0,36.079561,64.905954,Afghanistan
2018-10-11,"Helmand, Afghanistan",0,5,0,0,31.363647,63.958611,Afghanistan
2018-10-11,"Jawzjan, Afghanistan",0,1,0,0,36.896969,65.665856,Afghanistan
2018-10-11,"Nangarhar, Afghanistan",0,4,0,0,34.171831,70.621679,Afghanistan
2018-10-11,"Parwan, Afghanistan",0,3,0,0,34.963097,68.810884,Afghanistan
2018-10-11,"Uruzgan, Afghanistan",0,1,0,0,32.927128,66.141526,Afghanistan
2018-10-11,"Wardak, Afghanistan",0,1,0,0,34.351349,68.238533,Afghanistan
2018-10-12,"Helmand, Afghanistan",0,2,0,0,31.363647,63.958611,Afghanistan
2018-10-12,"Kandahar, Afghanistan",0,2,0,0,31.628871,65.737174,Afghanistan
2018-10-12,"Khost, Afghanistan",0,1,0,0,33.333847,69.937167,Afghanistan
2018-10-12,"Kunduz, Afghanistan",0,2,0,0,36.728590,68.868066,Afghanistan
2018-10-12,"Logar, Afghanistan",0,3,0,0,34.014551,69.192391,Afghanistan
2018-10-12,"Nangarhar, Afghanistan",0,9,0,0,34.171831,70.621679,Afghanistan
2018-10-12,"Parwan, Afghanistan",0,1,0,0,34.963097,68.810884,Afghanistan
2018-10-13,"Nuristan, Afghanistan",0,1,0,2,35.325022,70.907123,Afghanistan
2018-10-13,"Ghazni, Afghanistan",0,4,0,0,33.545058,68.417397,Afghanistan
2018-10-13,"Helmand, Afghanistan",0,3,0,0,31.363647,63.958611,Afghanistan
2018-10-13,"Kandahar, Afghanistan",0,1,0,0,31.628871,65.737174,Afghanistan
2018-10-13,"Kunduz, Afghanistan",0,1,0,0,36.728590,68.868066,Afghanistan
2018-10-13,"Laghman, Afghanistan",0,2,0,0,34.689768,70.145580,Afghanistan
2018-10-13,"Nangarhar, Afghanistan",0,1,0,0,34.171831,70.621679,Afghanistan
2018-10-13,"Paktika, Afghanistan",0,3,0,0,32.264538,68.524714,Afghanistan
2018-10-13,"Uruzgan, Afghanistan",0,2,0,0,32.927128,66.141526,Afghanistan
2018-10-13,"Wardak, Afghanistan",0,1,0,0,34.351349,68.238533,Afghanistan
2018-10-14,"Kandahar, Afghanistan",0,1,0,0,31.628871,65.737174,Afghanistan
2018-10-14,"Faryab, Afghanistan",0,8,0,0,36.079561,64.905954,Afghanistan
2018-10-14,"Ghazni, Afghanistan",0,3,0,0,33.545058,68.417397,Afghanistan
2018-10-14,"Kunduz, Afghanistan",0,1,0,0,36.728590,68.868066,Afghanistan
2018-10-14,"Laghman, Afghanistan",0,1,0,0,34.689768,70.145580,Afghanistan
2018-10-14,"Nangarhar, Afghanistan",0,1,0,0,34.171831,70.621679,Afghanistan
2018-10-14,"Parwan, Afghanistan",0,1,0,0,34.963097,68.810884,Afghanistan
2018-10-15,"Ghazni, Afghanistan",0,3,0,23,33.545058,68.417397,Afghanistan
2018-10-15,"Helmand, Afghanistan",0,5,0,0,31.363647,63.958611,Afghanistan
2018-10-15,"Kandahar, Afghanistan",0,1,0,0,31.628871,65.737174,Afghanistan
2018-10-15,"Laghman, Afghanistan",0,4,0,0,34.689768,70.145580,Afghanistan
2018-10-15,"Nuristan, Afghanistan",0,1,0,0,35.325022,70.907123,Afghanistan
2018-10-15,"Paktika, Afghanistan",0,3,0,0,32.264538,68.524714,Afghanistan
2018-10-15,"Uruzgan, Afghanistan",0,1,0,0,32.927128,66.141526,Afghanistan
2018-10-15,"Wardak, Afghanistan",0,3,0,0,34.351349,68.238533,Afghanistan
2018-10-16,"Kandahar, Afghanistan",0,1,0,0,31.628871,65.737174,Afghanistan
2018-10-16,"Logar, Afghanistan",0,2,0,0,34.014551,69.192391,Afghanistan
2018-10-16,"Nangarhar, Afghanistan",0,10,0,0,34.171831,70.621679,Afghanistan
2018-10-16,"Paktika, Afghanistan",0,1,0,0,32.264538,68.524714,Afghanistan
2018-10-17,"Nangarhar, Afghanistan",0,2,0,0,34.171831,70.621679,Afghanistan
2018-10-17,"Helmand, Afghanistan",0,3,0,0,31.363647,63.958611,Afghanistan
2018-10-17,"Laghman, Afghanistan",0,4,0,0,34.689768,70.145580,Afghanistan
2018-10-17,"Logar, Afghanistan",0,2,0,0,34.014551,69.192391,Afghanistan
2018-10-17,"Paktia, Afghanistan",0,2,0,0,33.706199,69.383107,Afghanistan
2018-10-17,"Uruzgan, Afghanistan",0,1,0,0,32.927128,66.141526,Afghanistan
2018-10-18,"Ghazni, Afghanistan",0,1,0,0,33.545058,68.417397,Afghanistan
2018-10-18,"Helmand, Afghanistan",0,3,0,0,31.363647,63.958611,Afghanistan
2018-10-18,"Laghman, Afghanistan",0,1,0,0,34.689768,70.145580,Afghanistan
2018-10-18,"Logar, Afghanistan",0,1,0,0,34.014551,69.192391,Afghanistan
2018-10-18,"Nangarhar, Afghanistan",0,6,0,0,34.171831,70.621679,Afghanistan
2018-10-19,"Helmand, Afghanistan",0,2,0,0,31.363647,63.958611,Afghanistan
2018-10-19,"Kabul, Afghanistan",0,2,0,0,34.555349,69.207486,Afghanistan
2018-10-19,"Kapisa, Afghanistan",0,1,0,0,34.981057,69.621456,Afghanistan
2018-10-19,"Kunar, Afghanistan",0,2,0,0,34.846589,71.097316,Afghanistan
2018-10-19,"Laghman, Afghanistan",0,1,0,0,34.689768,70.145580,Afghanistan
2018-10-19,"Nangarhar, Afghanistan",0,4,0,0,34.171831,70.621679,Afghanistan
2018-10-19,"Nimroz, Afghanistan",0,2,0,0,31.026148,62.450415,Afghanistan
2018-10-20,"Nangarhar, Afghanistan",0,6,0,0,34.171831,70.621679,Afghanistan
2018-10-20,"Baghlan, Afghanistan",0,1,0,0,35.804294,69.287753,Afghanistan
2018-10-20,"Helmand, Afghanistan",0,2,0,0,31.363647,63.958611,Afghanistan
2018-10-20,"Khost, Afghanistan",0,4,0,0,33.333847,69.937167,Afghanistan
2018-10-20,"Kunar, Afghanistan",0,7,0,0,34.846589,71.097316,Afghanistan
2018-10-20,"Paktia, Afghanistan",0,1,0,0,33.706199,69.383107,Afghanistan
2018-10-21,"Ghor, Afghanistan",0,2,0,0,34.099577,64.905954,Afghanistan
2018-10-21,"Helmand, Afghanistan",0,3,0,0,31.363647,63.958611,Afghanistan
2018-10-21,"Kapisa, Afghanistan",0,2,0,0,34.981057,69.621456,Afghanistan
2018-10-21,"Khost, Afghanistan",0,1,0,0,33.333847,69.937167,Afghanistan
2018-10-21,"Laghman, Afghanistan",0,4,0,0,34.689768,70.145580,Afghanistan
2018-10-21,"Nangarhar, Afghanistan",0,1,0,0,34.171831,70.621679,Afghanistan
2018-10-21,"Paktia, Afghanistan",0,3,0,0,33.706199,69.383107,Afghanistan
2018-10-21,"Wardak, Afghanistan",0,1,0,0,34.351349,68.238533,Afghanistan
2018-10-21,"Zabul, Afghanistan",0,1,0,0,32.191878,67.189448,Afghanistan
2018-10-22,"Helmand, Afghanistan",0,1,0,0,31.363647,63.958611,Afghanistan
2018-10-22,"Kandahar, Afghanistan",0,1,0,0,31.628871,65.737174,Afghanistan
2018-10-22,"Kunar, Afghanistan",0,1,0,0,34.846589,71.097316,Afghanistan
2018-10-22,"Laghman, Afghanistan",0,5,0,0,34.689768,70.145580,Afghanistan
2018-10-22,"Logar, Afghanistan",0,1,0,0,34.014551,69.192391,Afghanistan
2018-10-22,"Nangarhar, Afghanistan",0,1,0,0,34.171831,70.621679,Afghanistan
2018-10-22,"Nuristan, Afghanistan",0,8,0,0,35.325022,70.907123,Afghanistan
2018-10-23,"Laghman, Afghanistan",0,2,0,0,34.689768,70.145580,Afghanistan
2018-10-23,"Parwan, Afghanistan",0,2,0,0,34.963097,68.810884,Afghanistan
2018-10-24,"Helmand, Afghanistan",0,2,0,0,31.363647,63.958611,Afghanistan
2018-10-24,"Khost, Afghanistan",0,1,0,0,33.333847,69.937167,Afghanistan
2018-10-24,"Laghman, Afghanistan",0,3,0,0,34.689768,70.145580,Afghanistan
2018-10-25,"Nangarhar, Afghanistan",0,3,0,3,34.171831,70.621679,Afghanistan
2018-10-25,"Kunar, Afghanistan",0,1,0,2,34.846589,71.097316,Afghanistan
2018-10-25,"Helmand, Afghanistan",0,1,0,0,31.363647,63.958611,Afghanistan
2018-10-25,"Kandahar, Afghanistan",0,4,0,0,31.628871,65.737174,Afghanistan
2018-10-25,"Laghman, Afghanistan",0,2,0,0,34.689768,70.145580,Afghanistan
2018-10-25,"Logar, Afghanistan",0,1,0,0,34.014551,69.192391,Afghanistan
2018-10-26,"Helmand, Afghanistan",0,1,0,0,31.363647,63.958611,Afghanistan
2018-10-26,"Kandahar, Afghanistan",0,1,0,0,31.628871,65.737174,Afghanistan
2018-10-26,"Nangarhar, Afghanistan",0,3,0,0,34.171831,70.621679,Afghanistan
2018-10-26,"Nimroz, Afghanistan",0,3,0,0,31.026148,62.450415,Afghanistan
2018-10-26,"Paktia, Afghanistan",0,1,0,0,33.706199,69.383107,Afghanistan
2018-10-26,"Uruzgan, Afghanistan",0,1,0,0,32.927128,66.141526,Afghanistan
2018-10-27,"Ghazni, Afghanistan",0,1,0,0,33.545058,68.417397,Afghanistan
2018-10-27,"Laghman, Afghanistan",0,3,0,0,34.689768,70.145580,Afghanistan
2018-10-27,"Nangarhar, Afghanistan",0,1,0,0,34.171831,70.621679,Afghanistan
2018-10-28,"Nangarhar, Afghanistan",0,5,0,3,34.171831,70.621679,Afghanistan
2018-10-28,"Ghazni, Afghanistan",0,2,0,0,33.545058,68.417397,Afghanistan
2018-10-28,"Paktika, Afghanistan",0,1,0,0,32.264538,68.524714,Afghanistan
2018-10-29,"Laghman, Afghanistan",0,2,0,0,34.689768,70.145580,Afghanistan
2018-10-29,"Nangarhar, Afghanistan",0,4,0,0,34.171831,70.621679,Afghanistan
2018-10-29,"Paktika, Afghanistan",0,3,0,0,32.264538,68.524714,Afghanistan
2018-10-29,"Parwan, Afghanistan",0,1,0,0,34.963097,68.810884,Afghanistan
2018-10-30,"Ghazni, Afghanistan",0,2,0,0,33.545058,68.417397,Afghanistan
